Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
1541,0,-0.0143032,0.00402889,-0.00666716,300.354,-439.57,238.156
1542,0,-0.0143933,0.00458468,-0.00632771,300.864,-439.004,238.193
1543,0,-0.0147629,0.00443798,-0.00675008,301.344,-438.414,238.241
1544,0,-0.0147008,0.00321883,-0.00555912,301.829,-437.861,238.27
1545,0,-0.0155091,0.00332465,-0.00655651,302.309,-437.272,238.322
1546,0,-0.0148908,0.00280672,-0.00615746,302.798,-436.682,238.348
1547,0,-0.0153825,0.00380962,-0.00647513,303.295,-436.088,238.397
1548,0,-0.0145235,0.0030106,-0.00634753,303.769,-435.513,238.43
1549,0,-0.0141601,0.00324466,-0.00663286,304.225,-434.923,238.471
1550,0,-0.0147054,0.00252396,-0.00620563,304.756,-434.344,238.504
1551,0,-0.0146427,0.00343088,-0.00591104,305.238,-433.749,238.55
1552,0,-0.0142143,0.00271808,-0.0055217,305.713,-433.219,238.575
1553,0,-0.0142701,0.0030363,-0.0057794,306.194,-432.63,238.616
1554,0,-0.0145061,0.00299374,-0.00553192,306.713,-432.057,238.642
1555,0,-0.0137723,0.00348539,-0.0056845,307.208,-431.496,238.685
1556,0,-0.0138247,0.00291299,-0.00560495,307.662,-430.92,238.705
1557,0,-0.014197,0.00288789,-0.00547288,308.155,-430.354,238.737
1558,0,-0.0151847,0.00273575,-0.00568791,308.645,-429.752,238.776
1559,0,-0.0146687,0.00303947,-0.00577838,309.155,-429.178,238.815
1560,0,-0.0149071,0.00174271,-0.00566336,309.603,-428.607,238.859
1561,0,-0.014641,0.00227732,-0.00560464,310.116,-428.034,238.881
1562,0,-0.0152501,0.00246253,-0.00552215,310.599,-427.413,238.913
1563,0,-0.0157309,0.00267553,-0.00584192,311.073,-426.853,238.954
1564,0,-0.0153583,0.0021737,-0.00565717,311.577,-426.272,238.992
1565,0,-0.0159077,0.00368811,-0.00572613,312.074,-425.688,239.036
1566,0,-0.0146896,0.00258895,-0.00554856,312.567,-425.12,239.066
1567,0,-0.0150284,0.00339489,-0.0058499,313.055,-424.522,239.099
1568,0,-0.0144934,0.00338633,-0.00560555,313.546,-423.976,239.142
1569,0,-0.0143946,0.00310913,-0.00565775,314.011,-423.41,239.172
1570,0,-0.0148177,0.00317243,-0.00605104,314.55,-422.823,239.188
1571,0,-0.0152163,0.00379177,-0.00585829,315.017,-422.214,239.243
1572,0,-0.0143402,0.00289573,-0.00554129,315.51,-421.709,239.254
1573,0,-0.0154116,0.0032809,-0.00550784,315.998,-421.102,239.302
1574,0,-0.0152063,0.00383266,-0.00585668,316.507,-420.537,239.329
1575,0,-0.0147557,0.00352942,-0.00569534,316.973,-419.954,239.382
1576,0,-0.0148387,0.00327064,-0.00594376,317.466,-419.406,239.416
1577,0,-0.015241,0.00339699,-0.00488713,317.966,-418.808,239.454
1578,0,-0.0144012,0.00298803,-0.0060888,318.47,-418.216,239.473
1579,0,-0.0147081,0.00369471,-0.00561551,318.942,-417.623,239.528
1580,0,-0.013598,0.00318133,-0.005388,319.425,-417.084,239.558
1581,0,-0.0139231,0.00335517,-0.00550052,319.919,-416.491,239.608
1582,0,-0.0141759,0.00385659,-0.00531798,320.446,-415.902,239.636
1583,0,-0.0140935,0.00406884,-0.00556573,320.884,-415.306,239.678
1584,0,-0.0139624,0.0038566,-0.00476037,321.37,-414.765,239.704
1585,0,-0.0135851,0.00433401,-0.0050266,321.878,-414.152,239.753
1586,0,-0.0136807,0.00489734,-0.00508345,322.39,-413.592,239.789
1587,0,-0.0139019,0.00398289,-0.00494345,322.86,-413.014,239.827
1588,0,-0.0137306,0.00418822,-0.00513303,323.34,-412.434,239.855
1589,0,-0.0136775,0.00307373,-0.00545288,323.833,-411.866,239.899
1590,0,-0.0141891,0.00456938,-0.0054999,324.362,-411.278,239.924
1591,0,-0.0144961,0.00330229,-0.00519265,324.804,-410.665,239.961
1592,0,-0.013506,0.00299876,-0.00566143,325.293,-410.132,239.989
1593,0,-0.0140238,0.00313562,-0.00487109,325.78,-409.503,240.035
1594,0,-0.0130491,0.00348012,-0.00584012,326.29,-408.948,240.063
1595,0,-0.0133988,0.00279355,-0.00560034,326.75,-408.37,240.115
1596,0,-0.0131256,0.00360207,-0.0052822,327.247,-407.783,240.149
1597,0,-0.0143903,0.00304611,0.0107097,327.355,-406.401,240.24
1598,0,-0.0134571,0.00384818,0.0110106,327.881,-405.823,240.272
1599,0,-0.0138152,0.00390065,0.010612,328.342,-405.253,240.31
1600,0,-0.0133576,0.00382994,0.0108326,328.828,-404.704,240.349
1601,0,-0.0139146,0.00385416,0.0104705,329.333,-404.108,240.376
1602,0,-0.0141491,0.00417237,0.0109726,329.849,-403.525,240.411
1603,0,-0.0139111,0.00336638,0.0108457,330.303,-402.962,240.445
1604,0,-0.0141085,0.0034496,0.0113254,330.799,-402.394,240.468
1605,0,-0.0147968,0.00294409,0.0110325,331.276,-401.806,240.495
1606,0,-0.0148026,0.00363077,0.0107614,331.787,-401.203,240.533
1607,0,-0.0149738,0.00326683,0.0118523,332.27,-400.652,240.565
1608,0,-0.0147919,0.00321772,0.0116369,332.733,-400.072,240.614
1609,0,-0.0150318,0.00343295,0.0114214,333.258,-399.502,240.637
1610,0,-0.0145405,0.00392312,0.0109065,333.745,-398.89,240.692
1611,0,-0.0146322,0.00365119,0.0114202,334.211,-398.33,240.713
1612,0,-0.014465,0.00372627,0.0110172,334.664,-397.747,240.756
1613,0,-0.0146309,0.00363178,0.0107736,335.181,-397.158,240.789
1614,0,-0.015291,0.00425965,0.0111423,335.685,-396.567,240.831
1615,0,-0.0143483,0.00368445,0.010701,336.118,-396.017,240.857
1616,0,-0.0145924,0.00421619,0.0107472,336.635,-395.45,240.897
1617,0,-0.0148315,0.00436652,0.0104146,337.132,-394.827,240.927
1618,0,-0.0153786,0.00453012,0.0111195,337.643,-394.262,240.956
1619,0,-0.0156172,0.00363874,0.0109344,338.103,-393.692,240.978
1620,0,-0.015414,0.00426521,0.0113471,338.6,-393.122,241.019
1621,0,-0.0160173,0.00376725,0.0110404,339.089,-392.533,241.054
1622,0,-0.0157461,0.00451927,0.0110279,339.615,-391.94,241.093
1623,0,-0.0154013,0.00396847,0.0110147,340.047,-391.398,241.119
1624,0,-0.0148185,0.00436426,0.0103173,340.544,-390.811,241.147
1625,0,-0.0157323,0.00451598,0.0111774,341.068,-390.209,241.178
1626,0,-0.0150165,0.00526529,0.0103575,341.525,-389.611,241.216
1627,0,-0.0142278,0.00478252,0.0106784,342.022,-389.077,241.247
1628,0,-0.0151094,0.00553011,0.0108206,342.509,-388.48,241.301
1629,0,-0.0147087,0.00492893,0.0108641,343.021,-387.907,241.324
1630,0,-0.0150586,0.00600394,0.0108963,343.507,-387.334,241.376
1631,0,-0.014571,0.00528769,0.0107826,343.992,-386.782,241.415
1632,0,-0.014377,0.00578316,0.0111441,344.479,-386.203,241.454
1633,0,-0.0143151,0.00513925,0.0108753,344.975,-385.608,241.481
1634,0,-0.0151715,0.00617336,0.0104382,345.478,-385,241.514
1635,0,-0.0145669,0.00444923,0.00986594,345.909,-384.425,241.545
1636,0,-0.0144263,0.00511565,0.0101506,346.436,-383.885,241.581
1637,0,-0.0148223,0.0050663,0.0110187,346.909,-383.275,241.623
1638,0,-0.0146005,0.00590601,0.010429,347.446,-382.708,241.653
1639,0,-0.0142663,0.00498567,0.0109988,347.894,-382.143,241.696
1640,0,-0.0141121,0.00559888,0.010508,348.394,-381.57,241.726
1641,0,-0.0135001,0.00480037,0.0106878,348.874,-380.99,241.757
1642,0,-0.0135999,0.00597232,0.0106015,349.376,-380.405,241.798
1643,0,-0.0129617,0.00539813,0.0110781,349.863,-379.837,241.847
1644,0,-0.0133333,0.00657684,0.0110282,350.347,-379.274,241.884
1645,0,-0.0132919,0.00537653,0.011049,350.825,-378.654,241.906
1646,0,-0.0138254,0.00659988,0.0111871,351.351,-378.083,241.94
1647,0,-0.013084,0.00524955,0.0108163,351.806,-377.512,241.984
1648,0,-0.0132562,0.00617753,0.0112055,352.281,-376.93,242.028
1649,0,-0.0124449,0.00465053,0.010852,352.781,-376.352,242.05
1650,0,-0.0140052,0.00622661,0.0110927,353.299,-375.762,242.103
1651,0,-0.0127493,0.00451217,0.0106048,353.759,-375.204,242.124
1652,0,-0.0130754,0.0053251,0.0108344,354.264,-374.625,242.16
1653,0,-0.0134716,0.00457406,0.0106789,354.766,-374.042,242.188
1654,0,-0.0131647,0.00543212,0.0106819,355.258,-373.458,242.233
1655,0,-0.0124659,0.00495531,0.0105191,355.739,-372.893,242.255
1656,0,-0.0128834,0.00585408,0.0104262,356.208,-372.308,242.292
1657,0,-0.0121513,0.00492666,0.0112064,356.719,-371.744,242.318
1658,0,-0.0134476,0.00607039,0.0112137,357.214,-371.14,242.367
1659,0,-0.0123738,0.00569916,0.0112005,357.701,-370.578,242.4
1660,0,-0.0131134,0.00606565,0.0110522,358.174,-370.018,242.447
1661,0,-0.0132047,0.00576027,0.0108368,358.691,-369.415,242.478
1662,0,-0.0141244,0.0063782,0.0108562,359.183,-368.819,242.512
1663,0,-0.013184,0.00584262,0.0108596,359.634,-368.26,242.532
1664,0,-0.0134317,0.00571133,0.0105127,360.12,-367.663,242.571
1665,0,-0.0138946,0.00574122,0.0110288,360.627,-367.082,242.602
1666,0,-0.0133927,0.00549847,0.0102799,361.116,-366.512,242.631
1667,0,-0.0132603,0.00603257,0.0104543,361.618,-365.935,242.674
1668,0,-0.0139108,0.00638686,0.0108954,362.095,-365.361,242.728
1669,0,-0.0133073,0.00574275,0.0107091,362.594,-364.802,242.746
1670,0,-0.0139397,0.00621626,0.0107811,363.105,-364.181,242.785
1671,0,-0.01307,0.00580551,0.0106634,363.587,-363.627,242.808
1672,0,-0.013021,0.0062953,0.0107918,364.06,-363.059,242.844
1673,0,-0.0128809,0.00650603,0.0105844,364.581,-362.476,242.886
1674,0,-0.0127925,0.00691861,0.0106825,365.029,-361.93,242.913
1675,0,-0.0133157,0.00647672,0.0105672,365.448,-361.408,242.939
1676,0,-0.0139008,0.00724086,0.0108578,365.829,-360.954,242.962
1677,0,-0.0134371,0.00682247,0.0102954,366.173,-360.546,242.988
1678,0,-0.0136584,0.00656598,0.0103891,366.534,-360.203,243.012
1679,0,-0.0132324,0.00777901,0.0106149,366.902,-359.862,243.053
1680,0,-0.0131796,0.00707512,0.0105486,367.274,-359.591,243.082
1681,0,-0.0134641,0.00710869,0.010396,367.673,-359.31,243.126
1682,0,-0.0133462,0.00678586,0.0109037,368.105,-359.043,243.17
1683,0,-0.0132807,0.00652732,0.0110916,368.55,-358.853,243.213
1684,0,-0.0132069,0.00728202,0.0104146,369.053,-358.675,243.284
1685,0,-0.01196,0.00616722,0.0114898,369.623,-358.523,243.327
1686,0,-0.0127261,0.00691593,0.0110161,370.266,-358.258,243.384
1687,0,-0.0124649,0.00637,0.0109981,370.926,-357.982,243.423
1688,0,-0.0117674,0.00609424,0.0111507,371.605,-357.729,243.454
1689,0,-0.0123736,0.00752559,0.0103799,372.335,-357.425,243.522
1690,0,-0.012327,0.0069543,0.0111465,373.072,-357.181,243.579
1691,0,-0.0129547,0.00734125,0.0101051,373.748,-356.929,243.643
1692,0,-0.0133025,0.00737662,0.0109942,374.456,-356.68,243.707
1693,0,-0.0138798,0.00734722,0.0105892,375.165,-356.403,243.764
1694,0,-0.0135419,0.00658565,0.0102069,375.842,-356.11,243.814
1695,0,-0.0135394,0.00668515,0.0102596,376.545,-355.834,243.876
1696,0,-0.0137621,0.00731001,0.0103405,377.259,-355.582,243.945
1697,0,-0.0129642,0.00588147,0.0106583,377.939,-355.322,244.003
1698,0,-0.0132502,0.00680152,0.0099843,378.673,-355.008,244.062
1699,0,-0.0132257,0.00598557,0.0110936,379.35,-354.758,244.119
1700,0,-0.0122419,0.00652139,0.0103669,380.032,-354.486,244.18
1701,0,-0.0117862,0.00650556,0.0101999,380.769,-354.229,244.239
1702,0,-0.0120046,0.00707795,0.010852,381.479,-353.962,244.294
1703,0,-0.0123933,0.00682392,0.00935232,382.174,-353.68,244.341
1704,0,-0.0114576,0.00749496,0.00987473,382.907,-353.464,244.398
1705,0,-0.0130428,0.00742119,0.00915082,383.605,-353.172,244.46
1706,0,-0.0127403,0.00721569,0.00970488,384.309,-352.91,244.516
1707,0,-0.0131011,0.00763321,0.00981089,385.026,-352.63,244.584
1708,0,0.0037599,0.00540482,0.000182237,385.509,-351.858,244.799
1709,0,0.00432347,0.00563616,-0.000704169,386.198,-351.594,244.851
1710,0,0.00393724,0.00590523,-9.79774e-05,386.906,-351.331,244.918
1711,0,0.00384694,0.00566158,0.000507314,387.602,-351.074,244.989
1712,0,0.00416203,0.00629439,-0.000391782,388.322,-350.806,245.053
1713,0,0.00427798,0.00559036,0.000751842,389.031,-350.559,245.093
1714,0,0.00395145,0.00636674,0.000274589,389.733,-350.276,245.154
1715,0,0.00413832,0.00618217,0.000658554,390.453,-350.043,245.196
1716,0,0.00349454,0.00628464,0.000112382,391.162,-349.755,245.279
1717,0,0.00332747,0.00630296,0.000123595,391.846,-349.498,245.323
1718,0,0.00336046,0.00575214,0.000241778,392.541,-349.236,245.377
1719,0,0.00226028,0.00636062,-0.000175619,393.278,-348.951,245.444
1720,0,0.00241264,0.00622702,0.000580937,393.99,-348.717,245.495
1721,0,0.00276509,0.0060051,-0.000168443,394.68,-348.448,245.552
1722,0,0.00282168,0.00628881,0.00113225,395.388,-348.191,245.609
1723,0,0.00373229,0.0067004,0.000431771,396.068,-347.888,245.665
1724,0,0.00371783,0.0062428,0.000968219,396.772,-347.638,245.721
1725,0,0.0034613,0.00653502,0.000985108,397.463,-347.373,245.782
1726,0,0.00363522,0.00625258,0.000351893,398.177,-347.092,245.829
1727,0,0.0034203,0.00705309,0.0011962,398.919,-346.84,245.897
1728,0,0.00207192,0.00710414,0.000427149,399.624,-346.548,245.957
1729,0,0.00399543,0.0061986,0.000902793,400.286,-346.303,245.996
1730,0,0.00161792,0.00725064,0.000179303,401.023,-346.028,246.074
1731,0,0.00102157,0.00655655,0.00129862,401.74,-345.763,246.135
1732,0,0.00131911,0.00636273,0.000943892,402.445,-345.51,246.195
1733,0,0.00112569,0.00590205,0.00128725,403.137,-345.235,246.25
1734,0,0.00135523,0.00675663,0.00164197,403.85,-344.98,246.313
1735,0,0.00216558,0.00613039,0.00113018,404.564,-344.715,246.355
1736,0,0.00135613,0.00661199,0.0020596,405.289,-344.447,246.434
1737,0,0.00157329,0.00642019,0.00101752,405.965,-344.175,246.489
1738,0,0.00274139,0.00577278,0.00179953,406.676,-343.913,246.519
1739,0,0.00120844,0.00696075,0.00149469,407.402,-343.637,246.587
1740,0,0.00254818,0.00715053,0.00197629,408.095,-343.393,246.639
1741,0,0.00167109,0.00696467,0.00141778,408.786,-343.124,246.704
1742,0,0.00104041,0.00645635,0.00121327,409.484,-342.862,246.748
1743,0,0.000370182,0.00697139,0.00154703,410.19,-342.573,246.821
1744,0,0.000307931,0.00654112,0.00112232,410.897,-342.289,246.881
1745,0,0.000449768,0.00669502,0.00178171,411.58,-342.06,246.936
1746,0,7.66887e-05,0.00667097,0.00139661,412.286,-341.775,246.996
1747,0,0.000649964,0.00679232,0.0020867,413.013,-341.523,247.051
1748,0,-0.000231967,0.00690208,0.0018285,413.722,-341.235,247.124
1749,0,0.000965206,0.00581139,0.00259798,414.399,-341.011,247.156
1750,0,0.000450617,0.006265,0.00210505,415.114,-340.745,247.223
1751,0,0.000583779,0.00675606,0.00252983,415.838,-340.464,247.28
1752,0,0.000870623,0.00646471,0.0027189,416.538,-340.222,247.332
1753,0,0.000179919,0.0067656,0.00210369,417.244,-339.946,247.392
1754,0,0.000380523,0.00675967,0.0027795,417.933,-339.698,247.454
1755,0,-0.000774076,0.00676294,0.00143569,418.657,-339.388,247.513
1756,0,-0.00111691,0.00637693,0.00278986,419.361,-339.135,247.571
1757,0,-0.00093725,0.0065211,0.00204634,420.043,-338.875,247.624
1758,0,-0.00148496,0.00666728,0.00237659,420.735,-338.597,247.689
1759,0,-0.00190593,0.00635419,0.00199773,421.469,-338.32,247.756
1760,0,-0.00150734,0.00641309,0.00180878,422.155,-338.067,247.801
1761,0,-0.00159976,0.0065218,0.00247155,422.863,-337.812,247.872
1762,0,-0.00141833,0.00669174,0.00226926,423.572,-337.524,247.928
1763,0,-0.000968398,0.00614848,0.00308525,424.282,-337.269,247.968
1764,0,-0.00132958,0.00722298,0.00252926,424.999,-336.991,248.026
1765,0,-0.0003257,0.00648727,0.00339263,425.686,-336.758,248.086
1766,0,-0.00118023,0.00651944,0.00229568,426.384,-336.477,248.139
1767,0,-0.00100239,0.00620863,0.00207588,427.1,-336.211,248.194
1768,0,-0.00190388,0.00666584,0.00252351,427.809,-335.94,248.265
1769,0,-0.0020922,0.00635103,0.00220244,428.495,-335.695,248.315
1770,0,-0.00187692,0.00623531,0.00236625,429.199,-335.45,248.371
1771,0,-0.00298427,0.00673071,0.00255634,429.932,-335.178,248.44
1772,0,-0.00164882,0.00572372,0.00301453,430.617,-334.927,248.479
1773,0,-0.00154103,0.00640356,0.00228643,431.298,-334.628,248.537
1774,0,-0.00152129,0.00604417,0.00330233,432.001,-334.383,248.585
1775,0,-0.00183755,0.00699011,0.00245609,432.738,-334.102,248.643
1776,0,-0.0021994,0.00676822,0.003741,433.435,-333.848,248.714
1777,0,-0.00119412,0.00681165,0.00315365,434.098,-333.573,248.776
1778,0,-0.00230691,0.00652726,0.00323755,434.828,-333.308,248.835
1779,0,-0.00269516,0.00719069,0.0035354,435.557,-333.039,248.9
1780,0,-0.0138581,0.0074913,0.00542764,436.179,-332.473,249.149
1781,0,-0.0133521,0.00698548,0.00549865,436.846,-332.23,249.193
1782,0,-0.0144209,0.0077102,0.00523948,437.586,-331.952,249.252
1783,0,-0.0140537,0.00739147,0.00626149,438.307,-331.694,249.305
1784,0,-0.0143616,0.00758014,0.00541918,439.026,-331.424,249.36
1785,0,-0.0141834,0.00705645,0.00634381,439.693,-331.165,249.417
1786,0,-0.0138223,0.00697813,0.00599638,440.434,-330.91,249.463
1787,0,-0.0132938,0.00732712,0.00610697,441.163,-330.639,249.524
1788,0,-0.0132514,0.00784529,0.00645221,441.854,-330.381,249.58
1789,0,-0.0129967,0.00765217,0.00575277,442.527,-330.116,249.63
1790,0,-0.0129889,0.00770207,0.00594838,443.236,-329.836,249.684
1791,0,-0.013554,0.00814155,0.0055394,443.951,-329.556,249.752
1792,0,-0.0134339,0.00643219,0.00536313,444.63,-329.292,249.807
1793,0,-0.0135495,0.00770919,0.0047759,445.352,-329.024,249.864
1794,0,-0.0138589,0.00694063,0.00539823,446.057,-328.771,249.918
1795,0,-0.0135678,0.0070181,0.00526606,446.786,-328.493,249.964
1796,0,-0.0138959,0.00752114,0.00613385,447.477,-328.246,250.032
1797,0,-0.0133895,0.00709446,0.00552803,448.166,-327.988,250.091
1798,0,-0.0132721,0.00784307,0.00573976,448.876,-327.743,250.151
1799,0,-0.0136285,0.00783032,0.00597113,449.61,-327.478,250.205
1800,0,-0.0136658,0.00788485,0.00604762,450.303,-327.196,250.265
1801,0,-0.0131622,0.00768988,0.00641908,450.995,-326.958,250.316
1802,0,-0.0134926,0.00826985,0.00573212,451.709,-326.671,250.387
1803,0,-0.0136288,0.00726317,0.00661836,452.403,-326.416,250.434
1804,0,-0.0138251,0.00739248,0.00571072,453.116,-326.156,250.486
1805,0,-0.0138298,0.00716557,0.00600091,453.794,-325.897,250.55
1806,0,-0.0140184,0.00714629,0.00597632,454.5,-325.625,250.595
1807,0,-0.0142608,0.00670943,0.00599988,455.221,-325.362,250.656
1808,0,-0.0135424,0.00729151,0.00651179,455.939,-325.105,250.717
1809,0,-0.0135931,0.00807926,0.00602577,456.628,-324.845,250.773
1810,0,-0.0129405,0.00698687,0.00617469,457.312,-324.583,250.825
1811,0,-0.0141965,0.00837838,0.00590831,458.043,-324.306,250.899
1812,0,-0.0136366,0.00749982,0.00650928,458.739,-324.052,250.946
1813,0,-0.0134811,0.00847007,0.00638535,459.431,-323.789,251.013
1814,0,-0.0135606,0.00738629,0.00626859,460.115,-323.516,251.07
1815,0,-0.0136399,0.00722497,0.00631338,460.846,-323.234,251.125
1816,0,-0.0141003,0.00753192,0.00623619,461.561,-322.983,251.177
1817,0,-0.0138208,0.00718805,0.00579545,462.267,-322.722,251.226
1818,0,-0.0144218,0.00685346,0.00613366,462.957,-322.46,251.268
1819,0,-0.0139057,0.00728476,0.0061898,463.69,-322.199,251.326
1820,0,-0.014243,0.00759272,0.00637797,464.39,-321.933,251.393
1821,0,-0.0138293,0.00693247,0.00662127,465.058,-321.685,251.449
1822,0,-0.0139638,0.00825901,0.00597457,465.784,-321.396,251.512
1823,0,-0.0134165,0.00763028,0.00685182,466.493,-321.146,251.56
1824,0,-0.0134202,0.0079403,0.00588827,467.224,-320.877,251.609
1825,0,-0.0130921,0.0076681,0.00682119,467.893,-320.621,251.683
1826,0,-0.0135256,0.00762871,0.00590165,468.583,-320.324,251.731
1827,0,-0.0139872,0.00793937,0.00622275,469.3,-320.041,251.794
1828,0,-0.0140518,0.00738699,0.00632865,469.993,-319.778,251.853
1829,0,-0.0142068,0.00734209,0.00586388,470.683,-319.552,251.905
1830,0,-0.013621,0.00695402,0.00650028,471.404,-319.294,251.962
1831,0,-0.0147101,0.00749334,0.00566714,472.129,-319.012,252.007
1832,0,-0.0140544,0.00701544,0.00645699,472.839,-318.745,252.058
1833,0,-0.0258438,0.0221963,0.00018655,473.55,-318.396,252.397
1834,0,-0.0164499,0.0226611,-0.000261101,474.25,-318.083,252.347
1835,0,-0.0161709,0.0223665,-0.000496027,474.98,-317.813,252.398
1836,0,-0.0154823,0.0228122,-0.000498894,475.664,-317.566,252.455
1837,0,-0.0157188,0.0221364,-0.000394012,476.35,-317.299,252.521
1838,0,-0.0152986,0.0222182,-0.000523044,477.01,-317.029,252.586
1839,0,-0.015809,0.0221361,-0.000388868,477.746,-316.752,252.651
1840,0,-0.0157564,0.0217421,-0.000513445,478.418,-316.486,252.703
1841,0,-0.015695,0.0213441,-4.8006e-05,479.127,-316.257,252.749
1842,0,-0.0164071,0.0216855,-0.000215191,479.849,-315.996,252.819
1843,0,-0.0159064,0.0213973,0.00034183,480.479,-315.739,252.845
1844,0,-0.0165737,0.0216754,-0.000169601,481.083,-315.495,252.886
1845,0,-0.0264936,0.0212581,0.0010087,481.557,-315.38,253.034
1846,0,-0.0157656,0.0214638,0.000370897,482.025,-315.19,252.958
1847,0,-0.015798,0.0212359,0.000286117,482.51,-315.108,253.009
1848,0,-0.0159518,0.0220572,-0.000337799,482.989,-315.025,253.051
1849,0,-0.0154822,0.0217873,0.000303395,483.454,-314.976,253.093
1850,0,-0.0151248,0.0216543,0.000170337,483.932,-314.958,253.135
1851,0,-0.0161181,0.021564,0.00045846,484.468,-314.961,253.208
1852,0,-0.0158853,0.021461,0.000201327,484.965,-315.04,253.271
1853,0,-0.0156774,0.0211244,6.94601e-05,485.519,-315.192,253.317
1854,0,-0.0151312,0.0206357,0.000570637,486.158,-315.29,253.379
1855,0,-0.015563,0.0202249,0.00063807,486.892,-315.391,253.422
1856,0,-0.015697,0.0213859,0.000103333,487.612,-315.462,253.474
1857,0,-0.0150495,0.0217837,0.000326311,488.346,-315.558,253.545
1858,0,-0.0148585,0.0211061,0.000409217,489.08,-315.673,253.623
1859,0,-0.0154879,0.0209647,0.000556135,489.842,-315.79,253.69
1860,0,-0.0155591,0.020327,0.000481191,490.583,-315.92,253.735
1861,0,-0.0151287,0.020447,0.000395538,491.366,-316.031,253.802
1862,0,-0.0152287,0.0207671,0.00078863,492.088,-316.137,253.862
1863,0,-0.0145665,0.0214378,-1.36724e-05,492.857,-316.241,253.925
1864,0,-0.0152113,0.0210361,1.49106e-06,493.561,-316.344,254.011
1865,0,-0.0150772,0.019812,0.000866928,494.304,-316.478,254.079
1866,0,-0.0151773,0.0199059,0.000476591,495.075,-316.604,254.132
1867,0,-0.0156762,0.0199686,-0.000181397,495.838,-316.7,254.193
1868,0,-0.0152252,0.0199602,0.000723577,496.593,-316.81,254.249
1869,0,-0.014851,0.0205759,0.0004804,497.298,-316.897,254.334
1870,0,-0.0152099,0.0205199,0.000472152,498.032,-316.995,254.42
1871,0,-0.0147515,0.019848,0.000696521,498.783,-317.12,254.475
1872,0,-0.0149958,0.0195918,0.000913441,499.548,-317.24,254.534
1873,0,-0.0148766,0.0195781,-2.06899e-05,500.279,-317.361,254.588
1874,0,-0.014995,0.0198941,-0.000489307,501.05,-317.484,254.671
1875,0,-0.0148915,0.0200809,0.000897435,501.749,-317.575,254.756
1876,0,-0.0147243,0.0197531,0.000421244,502.493,-317.673,254.825
1877,0,-0.0152155,0.0199354,-0.000116334,503.228,-317.771,254.885
1878,0,-0.0150466,0.018957,0.000422615,504.027,-317.889,254.928
1879,0,-0.0148094,0.0194577,0.000359935,504.772,-318.01,254.987
1880,0,-0.0156385,0.0195908,-0.000248203,505.504,-318.129,255.056
1881,0,-0.0156418,0.0196755,0.000226871,506.239,-318.225,255.149
1882,0,-0.0250817,0.0192544,0.00174802,506.95,-318.378,255.352
1883,0,-0.0151056,0.0193105,0.000244415,507.709,-318.429,255.278
1884,0,-0.0151322,0.0190312,0.000356409,508.468,-318.522,255.33
1885,0,-0.0147627,0.0190009,0.000865294,509.245,-318.652,255.384
1886,0,-0.0154172,0.0191927,0.000277465,509.949,-318.77,255.445
1887,0,-0.015898,0.0195327,-0.000216631,510.712,-318.852,255.531
1888,0,-0.0153189,0.0192944,0.00061938,511.433,-318.951,255.622
1889,0,-0.0154403,0.0187883,0.000827757,512.184,-319.061,255.685
1890,0,-0.0154446,0.0186648,-6.69987e-05,512.916,-319.19,255.737
1891,0,-0.0152788,0.0182167,0.000603651,513.714,-319.302,255.79
1892,0,-0.0148902,0.0184924,0.000617233,514.445,-319.406,255.85
1893,0,-0.0157654,0.0187893,-0.000515671,515.18,-319.498,255.937
1894,0,-0.0152464,0.0188919,0.000116159,515.896,-319.58,256.016
1895,0,-0.0249565,0.0178833,0.0015683,516.667,-319.744,256.197
1896,0,-0.0150588,0.0182012,0.000244706,517.429,-319.819,256.127
1897,0,-0.0148579,0.0179588,-0.000352035,518.194,-319.922,256.172
1898,0,-0.0152881,0.0180511,0.000574078,518.972,-320.039,256.248
1899,0,-0.0157961,0.0183174,0.000178412,519.653,-320.13,256.337
1900,0,-0.0155577,0.0187202,-0.000154883,520.402,-320.239,256.403
1901,0,-0.0149468,0.0180018,0.000182893,521.16,-320.345,256.466
1902,0,-0.0155948,0.0174182,0.000389657,521.916,-320.482,256.527
1903,0,-0.0151149,0.017438,-0.000581677,522.645,-320.612,256.582
1904,0,-0.0152825,0.0178927,-0.000366319,523.405,-320.682,256.644
1905,0,-0.0153603,0.0176634,0.000517211,524.107,-320.783,256.729
1906,0,-0.0151266,0.0179272,1.17471e-05,524.825,-320.886,256.804
1907,0,-0.0148207,0.0176101,-0.000312454,525.581,-320.98,256.858
1908,0,-0.0253548,0.0166247,0.00090995,526.372,-321.178,257.031
1909,0,-0.0153429,0.0171209,1.10754e-06,527.087,-321.237,256.975
1910,0,-0.0153165,0.0172922,-0.000751316,527.839,-321.334,257.045
1911,0,-0.0154887,0.0171481,-0.000142394,528.58,-321.401,257.13
1912,0,-0.0149821,0.0172824,-3.59564e-05,529.284,-321.521,257.191
1913,0,-0.0152685,0.0171115,-7.17082e-05,530.083,-321.648,257.265
1914,0,-0.0151126,0.0165823,0.000283338,530.824,-321.757,257.318
1915,0,-0.0157199,0.0161643,0.000250033,531.584,-321.887,257.364
1916,0,-0.0162037,0.0169051,-4.90134e-05,532.299,-322.004,257.451
