Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
2572,0,-0.0203256,0.0416596,0.00164296,604.707,-460.231,265.808
2573,0,-0.0201333,0.0420248,0.00151258,603.944,-459.927,265.747
2574,0,-0.0205513,0.0415669,0.00182787,603.26,-459.686,265.671
2575,0,-0.0113529,0.00105934,-0.00352088,603.399,-461.655,266.152
2576,0,-0.0112001,-0.000182759,-0.00428953,602.649,-461.354,266.095
2577,0,-0.0112994,0.000973105,-0.00362428,601.923,-461.043,266.056
2578,0,-0.0115901,0.00125271,-0.00379102,601.225,-460.783,265.975
2579,0,-0.0103091,0.00186036,-0.00360381,600.536,-460.579,265.886
2580,0,-0.0112738,0.00122579,-0.00258171,599.816,-460.296,265.815
2581,0,-0.0105479,0.00127105,-0.00359942,599.099,-459.942,265.765
2582,0,-0.0114981,0.000649278,-0.00430841,598.389,-459.681,265.689
2583,0,-0.0113104,0.00172541,-0.00344748,597.725,-459.46,265.611
2584,0,-0.0111827,0.00137355,-0.00324846,596.986,-459.154,265.53
2585,0,-0.0102261,0.000410089,-0.0036602,596.212,-458.879,265.476
2586,0,-0.0101679,0.000203286,-0.00345568,595.518,-458.627,265.4
2587,0,-0.0112362,0.00166353,-0.00464197,594.854,-458.322,265.34
2588,0,-0.0104711,0.00138284,-0.00460701,594.139,-458.042,265.266
2589,0,-0.0104349,0.00130695,-0.00343682,593.466,-457.812,265.204
2590,0,-0.0102568,0.000916867,-0.00339199,592.746,-457.531,265.143
2591,0,-0.00980666,0.000936863,-0.00388611,592,-457.231,265.057
2592,0,-0.0121152,0.00252092,-0.00393768,591.325,-456.931,264.996
2593,0,-0.0106843,0.00195675,-0.00468861,590.61,-456.691,264.92
2594,0,-0.010176,0.000592991,-0.00327147,589.87,-456.429,264.864
2595,0,-0.010046,0.00147545,-0.00246333,589.194,-456.131,264.796
2596,0,-0.00995664,0.0013,-0.00342998,588.49,-455.901,264.72
2597,0,-0.0113298,0.00187912,-0.00360579,587.801,-455.588,264.652
2598,0,-0.0126132,0.00214568,-0.00323797,587.132,-455.304,264.578
2599,0,-0.0108955,0.000231306,-0.00305104,586.366,-455.05,264.5
2600,0,-0.0103411,0.000556083,-0.00271195,585.661,-454.785,264.425
2601,0,-0.0116541,0.00158534,-0.00279542,584.981,-454.505,264.354
2602,0,-0.0115104,0.0010503,-0.00342513,584.256,-454.196,264.29
2603,0,-0.0118058,0.000752139,-0.00357146,583.541,-453.912,264.221
2604,0,-0.0113721,0.000587744,-0.00228337,582.838,-453.66,264.156
2605,0,-0.0107977,0.00124273,-0.00381785,582.112,-453.386,264.069
2606,0,-0.0111085,0.00141439,-0.00318988,581.437,-453.143,264.019
2607,0,-0.0118313,0.00109248,-0.00302179,580.77,-452.837,263.963
2608,0,-0.0116294,0.000593457,-0.00322394,580.041,-452.525,263.901
2609,0,-0.0111891,0.00148857,-0.00230133,579.342,-452.288,263.822
2610,0,-0.0127656,0.00216513,-0.00220386,578.645,-452.039,263.742
2611,0,-0.0110016,0.0013788,-0.00304851,577.896,-451.739,263.663
2612,0,-0.0115289,0.00132874,-0.00261766,577.229,-451.475,263.617
2613,0,-0.0103995,0.000958748,-0.0024224,576.519,-451.203,263.548
2614,0,-0.0115964,0.00203909,-0.0023965,575.804,-450.94,263.483
2615,0,-0.0116426,0.00248271,-0.00277353,575.13,-450.713,263.405
2616,0,-0.0116742,0.00122929,-0.00182392,574.402,-450.421,263.325
2617,0,-0.0110333,0.0013574,-0.00222437,573.694,-450.09,263.268
2618,0,-0.0107506,0.00165348,-0.00199552,573.014,-449.833,263.198
2619,0,-0.0110646,0.00114433,-0.00266864,572.282,-449.592,263.117
2620,0,-0.0120999,0.00186832,-0.00288804,571.549,-449.291,263.067
2621,0,-0.012417,0.00128224,-0.00180597,570.86,-449.028,262.996
2622,0,-0.0107386,0.000784784,-0.00177626,570.133,-448.727,262.921
2623,0,-0.0106652,0.00143986,-0.00230744,569.438,-448.462,262.858
2624,0,-0.0122784,0.00269773,-0.00232888,568.735,-448.224,262.794
2625,0,-0.0122119,0.00179022,-0.00294438,568.007,-447.912,262.726
2626,0,-0.0106647,0.00180088,-0.00302911,567.331,-447.631,262.653
2627,0,-0.0101899,0.000722679,-0.00172664,566.633,-447.378,262.588
2628,0,-0.0109536,0.000860421,-0.00189259,565.898,-447.097,262.5
2629,0,-0.0121146,0.00192794,-0.00295425,565.18,-446.828,262.444
2630,0,-0.012502,0.00179904,-0.00195189,564.511,-446.583,262.382
2631,0,-0.0101948,0.000677076,-0.00237645,563.786,-446.271,262.302
2632,0,-0.0101676,0.00101916,-0.00196337,563.113,-445.988,262.244
2633,0,-0.0110911,0.000646809,-0.00111678,562.422,-445.762,262.162
2634,0,-0.012529,0.00184766,-0.00198592,561.673,-445.447,262.102
2635,0,-0.0121919,0.00175163,-0.00248848,560.966,-445.148,262.024
2636,0,-0.0109392,0.00129571,-0.00158911,560.273,-444.897,261.965
2637,0,-0.0109479,0.000299987,-0.00129442,559.551,-444.601,261.895
2638,0,-0.011767,0.00110011,-0.00175932,558.87,-444.351,261.82
2639,0,-0.011753,0.00156507,-0.00166152,558.113,-444.042,261.751
2640,0,-0.0113176,0.00127281,-0.0019543,557.409,-443.755,261.68
2641,0,-0.0109408,0.00106612,-0.00173391,556.74,-443.526,261.617
2642,0,-0.0103789,0.00141832,-0.000905202,556.019,-443.267,261.543
2643,0,-0.0119345,0.00129243,-0.00194167,555.301,-442.971,261.476
2644,0,-0.0119669,0.00159486,-0.00157158,554.593,-442.755,261.416
2645,0,-0.0109168,0.00139379,-0.00198514,553.858,-442.478,261.335
2646,0,-0.0107597,0.00126542,-0.00196035,553.155,-442.204,261.254
2647,0,-0.0114586,0.00135888,-0.00010861,552.482,-441.928,261.181
2648,0,-0.0122734,0.00116101,-0.00127955,551.781,-441.597,261.105
2649,0,-0.0122364,0.00208828,-0.00191271,551.12,-441.334,261.051
2650,0,-0.0113146,0.00175946,-0.0013606,550.39,-441.066,260.985
2651,0,-0.011559,0.00101407,-0.00154131,549.692,-440.764,260.909
2652,0,-0.0114463,0.00130494,-0.0011753,549.03,-440.528,260.84
2653,0,-0.0124976,0.00157528,-0.000927896,548.32,-440.235,260.778
2654,0,-0.0114867,0.00179913,-0.0012426,547.528,-439.927,260.72
2655,0,-0.0113938,0.00208289,-0.00187326,546.834,-439.666,260.658
2656,0,-0.0116589,0.00157748,-0.00132962,546.162,-439.406,260.563
2657,0,-0.0112869,0.00167067,-0.00127416,545.467,-439.112,260.499
2658,0,-0.0119857,0.00212144,-0.000774028,544.769,-438.86,260.442
2659,0,-0.0115994,0.00274897,-0.000384271,544.022,-438.581,260.389
2660,0,-0.0109387,0.00282387,-0.00152923,543.355,-438.323,260.31
2661,0,-0.0109284,0.00236956,-0.00169939,542.685,-438.035,260.226
2662,0,-0.0112508,0.00136832,-0.00130626,541.964,-437.755,260.149
2663,0,-0.011133,0.00170306,-0.00107552,541.26,-437.493,260.087
2664,0,-0.012325,-0.00197886,-0.0020193,540.141,-436.922,260.094
2665,0,-0.0115954,-0.00225252,-0.00202627,539.445,-436.663,260.007
2666,0,-0.0127381,-0.00332201,-0.00278599,538.778,-436.387,259.929
2667,0,-0.0119818,-0.00303742,-0.00265828,538.058,-436.1,259.871
2668,0,-0.012063,-0.00298784,-0.00278986,537.359,-435.832,259.808
2669,0,-0.0118554,-0.00220985,-0.00258831,536.635,-435.569,259.745
2670,0,-0.0112652,-0.00243439,-0.00193428,535.952,-435.344,259.668
2671,0,-0.0118373,-0.00328908,-0.0028274,535.253,-435.06,259.612
2672,0,-0.0121042,-0.0025971,-0.00240184,534.543,-434.74,259.546
2673,0,-0.0122619,-0.0029086,-0.00262623,533.84,-434.47,259.476
2674,0,-0.0116331,-0.00193761,-0.00231965,533.154,-434.212,259.417
2675,0,-0.0114698,-0.00266945,-0.00195292,532.451,-433.97,259.328
2676,0,-0.0118017,-0.00340918,-0.00176364,531.742,-433.685,259.256
2677,0,-0.0129275,-0.00234942,-0.00273818,531.062,-433.378,259.206
2678,0,-0.0125202,-0.00175253,-0.00252696,530.381,-433.099,259.153
2679,0,-0.0118201,-0.00206033,-0.00200152,529.676,-432.86,259.073
2680,0,-0.0116878,-0.00233166,-0.00218186,528.965,-432.593,259.002
2681,0,-0.0122234,-0.00381801,-0.00134042,528.276,-432.329,258.902
2682,0,-0.0125173,-0.00233938,-0.00240026,527.594,-432.027,258.851
2683,0,-0.0127561,-0.00179475,-0.00223114,526.877,-431.755,258.799
2684,0,-0.0120149,-0.00214625,-0.00151823,526.156,-431.523,258.73
2685,0,-0.0128203,-0.0026028,-0.00108489,525.479,-431.281,258.659
2686,0,-0.01279,-0.00348753,-0.0013931,524.795,-430.994,258.564
2687,0,-0.0132842,-0.00230029,-0.00212833,524.083,-430.679,258.52
2688,0,-0.0124356,-0.00229774,-0.00240338,523.36,-430.369,258.469
2689,0,-0.0122809,-0.00238363,-0.000754703,522.67,-430.149,258.4
2690,0,-0.012907,-0.00254374,-0.000566877,521.986,-429.919,258.322
2691,0,-0.0128386,-0.00283744,-0.00161843,521.29,-429.636,258.248
2692,0,-0.0129262,-0.0028166,-0.00185618,520.559,-429.334,258.191
2693,0,-0.0125372,-0.00205177,-0.00241677,519.866,-429.018,258.137
2694,0,-0.0119525,-0.00225342,-0.00196066,519.186,-428.765,258.057
2695,0,-0.0123996,-0.00288588,-0.00113549,518.534,-428.556,257.964
2696,0,-0.0133415,-0.00294533,-0.000852674,517.798,-428.279,257.899
2697,0,-0.0125807,-0.00249268,-0.00204041,517.075,-427.989,257.852
2698,0,-0.0128423,-0.0023358,-0.0013489,516.388,-427.69,257.783
2699,0,-0.0116621,-0.00268254,-0.00173583,515.677,-427.425,257.704
2700,0,-0.0123663,-0.00355355,-0.000956553,515.01,-427.224,257.62
2701,0,-0.0131708,-0.00310242,-0.000195819,514.281,-426.936,257.553
2702,0,-0.0131126,-0.002116,-0.0013145,513.575,-426.63,257.497
2703,0,-0.011799,-0.00202888,-0.00186876,512.916,-426.336,257.435
2704,0,-0.0123041,-0.0027325,-0.00156154,512.187,-426.067,257.351
2705,0,-0.0114199,-0.00357245,-0.00128353,511.449,-425.861,257.272
2706,0,-0.0127257,-0.00248451,-0.00109055,510.784,-425.597,257.223
2707,0,-0.0128777,-0.00187853,-0.0011176,510.107,-425.298,257.159
2708,0,-0.0110802,-0.00223223,-0.0015655,509.358,-424.982,257.105
2709,0,-0.0118681,-0.00304715,-0.000873905,508.691,-424.721,257.023
2710,0,-0.0126879,-0.00297059,-0.000932268,507.98,-424.476,256.931
2711,0,-0.0136358,-0.00270987,-0.00112868,507.301,-424.22,256.873
2712,0,-0.0134999,-0.00157844,-0.000122366,506.609,-423.96,256.818
2713,0,-0.0110568,-0.00207227,-0.000448295,505.844,-423.662,256.763
2714,0,-0.0108199,-0.00281112,-0.000886953,505.21,-423.398,256.686
2715,0,-0.0136312,-0.00338427,-0.000801664,504.516,-423.093,256.582
2716,0,-0.014073,-0.00308721,-0.00128654,503.794,-422.867,256.517
2717,0,-0.0127682,-0.00203335,-0.000738867,503.099,-422.61,256.483
2718,0,-0.0115082,-0.00142163,-0.000322731,502.374,-422.307,256.432
2719,0,-0.0108048,-0.00254608,-0.000294141,501.682,-422.027,256.328
2720,0,-0.0132991,-0.00295554,-0.000843768,501.027,-421.723,256.234
2721,0,-0.0145749,-0.00265938,-0.000648332,500.307,-421.475,256.179
2722,0,-0.012383,-0.00154185,-0.000751771,499.572,-421.222,256.127
2723,0,-0.0122347,-0.00107527,-0.000488098,498.894,-420.931,256.09
2724,0,-0.0113673,-0.0025647,0.000193344,498.196,-420.66,256.011
2725,0,-0.0126569,-0.00214423,0.000161959,497.547,-420.423,255.94
2726,0,-0.0145295,-0.00230632,-0.000928664,496.809,-420.122,255.853
2727,0,-0.0116729,-0.00109025,-0.00105602,496.06,-419.876,255.786
2728,0,-0.0114861,-0.00151661,-0.000522334,495.409,-419.569,255.733
2729,0,-0.0120404,-0.00180405,0.00060786,494.744,-419.27,255.651
2730,0,-0.0129488,-0.00292541,0.000636186,494.018,-419.063,255.563
2731,0,-0.0139363,-0.00210922,-0.000469125,493.332,-418.782,255.508
2732,0,-0.0134903,-0.00125067,-0.000607021,492.636,-418.535,255.455
2733,0,-0.0120576,-0.0016125,-0.000252033,491.9,-418.278,255.387
2734,0,-0.0123461,-0.00173714,0.00056265,491.24,-417.992,255.327
2735,0,-0.0132542,-0.00271294,0.000694321,490.518,-417.708,255.23
2736,0,-0.0134134,-0.00223288,-0.000632423,489.808,-417.452,255.165
2737,0,-0.0127353,-0.00150858,-0.000878059,489.126,-417.189,255.101
2738,0,-0.0124163,-0.00154546,-0.000157719,488.405,-416.906,255.051
2739,0,-0.012091,-0.0023951,0.00058204,487.711,-416.646,254.971
2740,0,-0.0131305,-0.00248025,0.00138129,487.054,-416.362,254.908
2741,0,-0.0130288,-0.0024099,0.000767098,486.32,-416.112,254.844
2742,0,-0.0121122,-0.00135175,0.000212047,485.583,-415.865,254.793
2743,0,-0.0123743,-0.000843634,0.000205371,484.921,-415.572,254.734
2744,0,-0.0127425,-0.00217988,0.000332813,484.221,-415.265,254.642
2745,0,-0.0138198,-0.00279155,0.00098893,483.52,-414.988,254.558
2746,0,-0.0130954,-0.00307274,0.000964042,482.833,-414.752,254.486
2747,0,-0.0129535,-0.00181606,0.000247028,482.154,-414.477,254.431
2748,0,-0.0116815,-0.00212952,5.77786e-05,481.389,-414.182,254.357
2749,0,-0.0135196,-0.00209577,0.000955518,480.717,-413.922,254.292
2750,0,-0.0144201,-0.00320456,0.000614783,480.058,-413.643,254.221
2751,0,-0.0130238,-0.00343258,0.000614294,479.309,-413.399,254.146
2752,0,-0.0128228,-0.00278264,0.000843871,478.639,-413.125,254.083
2753,0,-0.0121142,-0.00180602,0.00082486,477.942,-412.851,254.029
2754,0,-0.0124978,-0.00194902,0.000647718,477.186,-412.561,253.961
2755,0,-0.0140566,-0.00307894,0.000786654,476.512,-412.284,253.871
2756,0,-0.0140103,-0.00312628,0.000917225,475.846,-411.998,253.796
2757,0,-0.0135269,-0.00286129,0.00140785,475.152,-411.74,253.736
2758,0,-0.0117009,-0.00195315,0.00114114,474.407,-411.515,253.693
2759,0,-0.0122798,-0.00216671,0.00112659,473.723,-411.241,253.649
2760,0,-0.0148322,-0.0015841,0.00193336,473.034,-410.941,253.561
2761,0,-0.0146197,-0.00344303,0.0018218,472.333,-410.669,253.453
2762,0,-0.0139687,-0.00251416,0.00148506,471.689,-410.407,253.403
2763,0,-0.0123164,-0.00209176,0.00163933,470.919,-410.133,253.354
2764,0,-0.012226,-0.00244013,0.000922853,470.2,-409.861,253.277
2765,0,-0.0149056,-0.00250173,0.00221999,469.545,-409.566,253.188
2766,0,-0.0147599,-0.00275516,0.00158963,468.894,-409.322,253.102
2767,0,-0.0137892,-0.00254665,0.00196963,468.164,-409.029,253.054
2768,0,-0.0124483,-0.00240161,0.00155118,467.411,-408.771,253.004
2769,0,-0.0130666,-0.00199367,0.00131468,466.744,-408.521,252.963
2770,0,-0.0147744,-0.00181674,0.00205713,466.059,-408.258,252.883
2771,0,-0.0140547,-0.00239078,0.00202646,465.351,-408.013,252.78
2772,0,-0.0136853,-0.00249175,0.00139713,464.672,-407.664,252.7
2773,0,-0.0132827,-0.00168293,0.00112421,463.987,-407.393,252.656
2774,0,-0.0118252,-0.0021425,0.00103033,463.204,-407.144,252.608
2775,0,-0.0142323,-0.00110821,0.00196236,462.552,-406.903,252.528
2776,0,-0.0141302,-0.00157254,0.00256315,461.853,-406.664,252.449
2777,0,-0.0126853,-0.00222671,0.00212856,461.163,-406.381,252.364
2778,0,-0.0137063,-0.00118922,0.00147385,460.483,-406.04,252.336
2779,0,-0.0115246,-0.00180523,0.00129051,459.73,-405.785,252.258
2780,0,-0.013315,-0.00106917,0.00172718,459.069,-405.551,252.195
2781,0,-0.0144328,-0.00151183,0.00260263,458.371,-405.29,252.104
2782,0,-0.0126593,-0.0020345,0.00302029,457.697,-405.078,252.005
2783,0,-0.0134286,-0.00162232,0.0023352,456.985,-404.712,251.962
2784,0,-0.0125807,-0.00188375,0.0016948,456.256,-404.431,251.917
2785,0,-0.0123755,-0.00126885,0.00204765,455.533,-404.211,251.852
2786,0,-0.0144514,-0.000660437,0.00296197,454.891,-403.939,251.77
2787,0,-0.013023,-0.00160222,0.00338639,454.196,-403.705,251.684
2788,0,-0.0125585,-0.002018,0.00258212,453.443,-403.365,251.632
2789,0,-0.013133,-0.000908977,0.0021917,452.772,-403.032,251.601
2790,0,-0.0127408,-0.000972126,0.00161124,452.038,-402.777,251.501
2791,0,-0.01359,-0.00114366,0.00214808,451.386,-402.568,251.429
2792,0,-0.013905,-0.00099537,0.00338217,450.718,-402.319,251.344
2793,0,-0.0123392,-0.00203182,0.00352031,449.961,-402.039,251.272
2794,0,-0.0131509,-0.000567877,0.00251697,449.27,-401.725,251.247
2795,0,-0.0133725,-0.000387736,0.0022615,448.575,-401.424,251.185
2796,0,-0.0133716,-0.00131679,0.0023595,447.861,-401.238,251.094
2797,0,-0.0130018,-0.00152196,0.00311695,447.188,-401.004,251.003
2798,0,-0.0134199,-0.00179758,0.00358172,446.507,-400.719,250.956
2799,0,-0.0128365,-0.00186083,0.00263374,445.751,-400.386,250.872
2800,0,-0.013349,-0.00142245,0.00282353,445.063,-400.104,250.816
2801,0,-0.013628,-0.00140685,0.00209716,444.385,-399.832,250.75
2802,0,-0.0133862,-0.00169132,0.00244565,443.69,-399.602,250.669
2803,0,-0.0127862,-0.00198749,0.00362329,442.993,-399.35,250.601
2804,0,-0.0134789,-0.00143963,0.00331282,442.265,-399.025,250.553
2805,0,-0.0135132,-0.00111061,0.00341706,441.547,-398.768,250.512
2806,0,-0.0136499,-0.00118685,0.00314624,440.85,-398.5,250.433
2807,0,-0.0137591,-0.00165964,0.00307875,440.241,-398.266,250.342
2808,0,-0.0132856,-0.00204852,0.00298464,439.478,-397.98,250.278
2809,0,-0.0133569,-0.00251707,0.00436205,438.744,-397.73,250.198
2810,0,-0.0132332,-0.00122876,0.00273378,438.095,-397.406,250.161
2811,0,-0.0138596,-0.00130236,0.00353052,437.375,-397.139,250.094
2812,0,-0.0129043,-0.00194801,0.00321171,436.698,-396.938,249.997
2813,0,-0.0142396,-0.00210827,0.00323691,436.023,-396.623,249.94
2814,0,-0.0141258,-0.00212987,0.00448573,435.315,-396.37,249.882
2815,0,-0.0134288,-0.0016659,0.00355349,434.558,-396.067,249.82
2816,0,-0.0141586,-0.00170872,0.00394964,433.901,-395.801,249.735
2817,0,-0.0131835,-0.00237713,0.0037742,433.198,-395.532,249.66
2818,0,-0.0133412,-0.00239713,0.00308598,432.522,-395.244,249.584
2819,0,-0.0138768,-0.0020036,0.00389813,431.841,-394.993,249.534
2820,0,-0.0139956,-0.0016591,0.00361985,431.072,-394.694,249.491
2821,0,-0.0145918,-0.00136417,0.0037245,430.398,-394.435,249.401
2822,0,-0.0132396,-0.00157651,0.00442333,429.688,-394.182,249.319
2823,0,-0.0138024,-0.00205352,0.00348081,429.043,-393.926,249.257
2824,0,-0.0139461,-0.00182033,0.00397557,428.334,-393.619,249.197
2825,0,-0.0142199,-0.00129737,0.00377338,427.59,-393.354,249.144
2826,0,-0.0139121,-0.00128207,0.00333304,426.895,-393.076,249.071
2827,0,-0.013834,-0.000864837,0.00424692,426.252,-392.794,248.977
2828,0,-0.0130427,-0.00171306,0.00418011,425.532,-392.573,248.912
2829,0,-0.0131385,-0.00196108,0.00390876,424.794,-392.299,248.85
2830,0,-0.0125589,0.00474996,0.00691209,423.747,-391.618,248.729
2831,0,-0.0132773,0.00551633,0.00587917,423.026,-391.299,248.666
2832,0,-0.0130189,0.00461931,0.00713716,422.31,-391.054,248.558
2833,0,-0.0124547,0.00484969,0.00772484,421.615,-390.801,248.479
2834,0,-0.0132442,0.00433512,0.00701885,420.936,-390.51,248.425
2835,0,-0.0129103,0.00454138,0.00781395,420.225,-390.223,248.366
2836,0,-0.013784,0.00492116,0.00628565,419.468,-389.933,248.306
2837,0,-0.0135952,0.00503984,0.00729243,418.782,-389.696,248.242
2838,0,-0.0119214,0.00519339,0.00704468,418.126,-389.439,248.164
2839,0,-0.0133411,0.00457109,0.00738216,417.414,-389.149,248.101
2840,0,-0.0127719,0.00429702,0.0078066,416.675,-388.875,248.028
2841,0,-0.0125941,0.00534087,0.00758435,416.003,-388.588,247.969
2842,0,-0.0128627,0.00621618,0.00666014,415.302,-388.277,247.892
2843,0,-0.0116387,0.00516877,0.00727919,414.596,-388.045,247.801
2844,0,-0.0131543,0.00503819,0.0072735,413.878,-387.77,247.747
2845,0,-0.0135332,0.0047914,0.0084045,413.192,-387.504,247.683
2846,0,-0.01353,0.00540642,0.0085002,412.523,-387.24,247.636
2847,0,-0.0129665,0.00548741,0.00774634,411.769,-386.958,247.578
2848,0,-0.0115354,0.00561223,0.00778029,411.07,-386.694,247.488
2849,0,-0.0122235,0.00546938,0.00706573,410.396,-386.388,247.418
2850,0,-0.0130229,0.00460011,0.00741136,409.666,-386.109,247.359
2851,0,-0.0139086,0.00513233,0.00906832,408.968,-385.848,247.29
2852,0,-0.0127457,0.00532049,0.00826125,408.24,-385.56,247.213
2853,0,-0.0124306,0.00537602,0.00871074,407.548,-385.298,247.14
2854,0,-0.0126836,0.00615554,0.00766712,406.867,-384.991,247.085
2855,0,-0.0125423,0.00492997,0.00793372,406.108,-384.708,247.02
2856,0,-0.013538,0.00495246,0.0089993,405.424,-384.447,246.947
2857,0,-0.0131701,0.00558517,0.00850848,404.726,-384.152,246.891
2858,0,-0.0124277,0.00569124,0.0093703,404.041,-383.939,246.812
2859,0,-0.0123944,0.0067005,0.0092777,403.349,-383.652,246.751
2860,0,-0.0135646,0.00602409,0.00839024,402.617,-383.325,246.682
2861,0,-0.0135238,0.00535616,0.00840736,401.935,-383.058,246.604
2862,0,-0.0136016,0.00567178,0.00802112,401.23,-382.762,246.544
2863,0,-0.0121525,0.00534333,0.00919653,400.491,-382.552,246.474
2864,0,-0.0115964,0.0055316,0.00894841,399.811,-382.269,246.398
2865,0,-0.0134323,0.00589598,0.00892161,399.116,-381.946,246.337
2866,0,-0.0134552,0.00556966,0.00861973,398.395,-381.666,246.264
2867,0,-0.014156,0.00605033,0.00821943,397.687,-381.386,246.208
2868,0,-0.013596,0.00619769,0.0085876,396.964,-381.1,246.124
2869,0,-0.0120518,0.00592741,0.00923317,396.296,-380.871,246.047
2870,0,-0.0130955,0.005722,0.00899687,395.604,-380.588,245.986
2871,0,-0.0127119,0.00519282,0.00895982,394.848,-380.311,245.922
2872,0,-0.0133546,0.00535064,0.00895422,394.154,-380.053,245.875
2873,0,-0.0136248,0.00642951,0.00879062,393.481,-379.73,245.797
2874,0,-0.0131735,0.00632269,0.0101282,392.783,-379.477,245.734
2875,0,-0.0117366,0.00547129,0.00974566,392.057,-379.222,245.655
2876,0,-0.012623,0.00555627,0.00962468,391.343,-378.915,245.575
2877,0,-0.0138977,0.00593149,0.00958412,390.668,-378.629,245.515
2878,0,-0.0137563,0.00581716,0.00896667,389.962,-378.353,245.45
2879,0,-0.0136177,0.00602901,0.00973365,389.26,-378.083,245.39
2880,0,-0.0120824,0.00515308,0.0100393,388.528,-377.846,245.308
2881,0,-0.0130747,0.00528246,0.00965724,387.843,-377.542,245.235
2882,0,-0.0145863,0.00606964,0.00978847,387.163,-377.261,245.179
2883,0,-0.0140865,0.00549396,0.0104024,386.428,-377.003,245.096
2884,0,-0.0137831,0.00604059,0.0104088,385.735,-376.723,245.034
2885,0,-0.0126023,0.00588297,0.00981605,385.059,-376.426,244.974
2886,0,-0.0128253,0.00557825,0.0103584,384.329,-376.161,244.904
2887,0,-0.0145332,0.0061762,0.0103393,383.644,-375.895,244.839
2888,0,-0.0140781,0.00630131,0.0106899,382.927,-375.623,244.789
2889,0,-0.0141276,0.00634876,0.0109585,382.229,-375.359,244.698
2890,0,-0.0130176,0.00582775,0.0103338,381.574,-375.062,244.621
2891,0,-0.0123606,0.00577413,0.00965606,380.839,-374.781,244.561
2892,0,-0.0138483,0.00586784,0.0101009,380.116,-374.523,244.49
2893,0,-0.0140896,0.00609964,0.0103408,379.442,-374.253,244.426
2894,0,-0.0140323,0.00611146,0.0105662,378.731,-373.963,244.352
2895,0,-0.0124093,0.0059154,0.0107382,378.035,-373.706,244.275
2896,0,-0.0121666,0.00573755,0.0100834,377.309,-373.424,244.2
2897,0,-0.0130141,0.00622054,0.00968159,376.599,-373.113,244.139
2898,0,-0.0141731,0.00620815,0.0105272,375.929,-372.862,244.067
2899,0,-0.0139275,0.00578124,0.0102051,375.204,-372.603,243.997
2900,0,-0.0127262,0.00597785,0.0107748,374.506,-372.34,243.921
2901,0,-0.0120477,0.00585848,0.0112843,373.814,-372.048,243.847
2902,0,-0.01315,0.00614459,0.0105886,373.109,-371.756,243.779
2903,0,-0.0141175,0.00593142,0.0109561,372.393,-371.484,243.73
2904,0,-0.0139109,0.00596069,0.0102758,371.676,-371.213,243.666
2905,0,-0.0142634,0.0063457,0.0106119,370.998,-370.942,243.588
2906,0,-0.0126038,0.00660232,0.0106419,370.298,-370.656,243.514
2907,0,-0.0125893,0.00617807,0.0112826,369.581,-370.395,243.44
2908,0,-0.0129261,0.00578669,0.0113193,368.855,-370.094,243.371
2909,0,-0.0132318,0.00572663,0.0103428,368.158,-369.82,243.31
2910,0,-0.0143172,0.00637434,0.0109871,367.481,-369.549,243.255
2911,0,-0.0130897,0.00649552,0.011329,366.777,-369.292,243.184
2912,0,-0.0121836,0.00685244,0.0117202,366.074,-369.034,243.119
2913,0,-0.012737,0.00566346,0.0126183,365.356,-368.747,243.045
2914,0,-0.0133273,0.00592365,0.0118589,364.656,-368.47,242.978
2915,0,-0.0144075,0.00584232,0.0112912,363.958,-368.192,242.904
2916,0,-0.013945,0.00725452,0.0111194,363.272,-367.937,242.866
2917,0,-0.0130716,0.00728088,0.0115298,362.561,-367.649,242.801
2918,0,-0.012927,0.00619911,0.0120539,361.856,-367.354,242.727
2919,0,-0.012959,0.00591175,0.0117947,361.129,-367.077,242.647
2920,0,-0.0143718,0.00558144,0.0117796,360.421,-366.821,242.576
2921,0,-0.0145092,0.00664495,0.0113377,359.755,-366.542,242.516
2922,0,-0.0139628,0.00740667,0.0111977,359.057,-366.268,242.459
2923,0,-0.0124664,0.0065914,0.012014,358.322,-365.987,242.39
2924,0,-0.0124361,0.0066122,0.0120269,357.635,-365.705,242.325
2925,0,-0.0133626,0.00540018,0.0123145,356.927,-365.437,242.241
2926,0,-0.0135469,0.00558011,0.0116901,356.235,-365.166,242.151
2927,0,-0.0138492,0.00673905,0.0114774,355.546,-364.894,242.096
2928,0,-0.0131196,0.00678529,0.0117939,354.827,-364.628,242.042
2929,0,-0.0130326,0.00708596,0.0121767,354.133,-364.36,241.99
2930,0,-0.0136393,0.00613591,0.0124327,353.424,-364.062,241.914
2931,0,-0.0137027,0.00602421,0.0124096,352.705,-363.786,241.823
2932,0,-0.014227,0.00646057,0.0124637,352.035,-363.543,241.737
2933,0,-0.0137096,0.00673375,0.0125462,351.316,-363.242,241.686
2934,0,-0.0130478,0.00712522,0.0126711,350.614,-362.99,241.642
2935,0,-0.0130922,0.00621231,0.0125124,349.898,-362.7,241.588
2936,0,-0.013289,0.00619874,0.0122637,349.225,-362.426,241.522
2937,0,-0.0135982,0.00642512,0.0126567,348.508,-362.17,241.433
2938,0,-0.0132704,0.00695223,0.0126045,347.823,-361.871,241.34
2939,0,-0.0128929,0.00717673,0.012683,347.099,-361.58,241.305
2940,0,-0.0122006,0.00620823,0.012832,346.372,-361.308,241.252
2941,0,-0.0135188,0.00655119,0.0123598,345.69,-361.02,241.199
